areaid,tsdatetime,month,population,epi.q75,epi.q95,initdate,epiq95_case
alto paraguay,2012-01-31,1,15786.6826961637,34.4513890111917,69.644978492727,20210701,10.9946317684583
alto paraguay,2012-02-29,2,15786.6826961637,6.13356802244609,53.6144572141727,20210701,8.46394423967189
alto paraguay,2012-03-31,3,15786.6826961637,42.7749643783864,204.313065182598,20210701,32.2542553071828
alto paraguay,2012-04-30,4,15786.6826961637,31.9413843930499,833.787907442562,20210701,131.62745130694
alto paraguay,2012-05-31,5,15786.6826961637,3.0474618858384,1009.01944455162,20210701,159.290698053958
alto paraguay,2012-06-30,6,15786.6826961637,37.9001973718543,403.640843097255,20210701,63.7214991318837
alto paraguay,2012-07-31,7,15786.6826961637,5.54127877228501,146.90743424033,20210701,23.1918105005962
alto paraguay,2012-08-31,8,15786.6826961637,1.00000003888011,29.5695113735914,20210701,4.66804493535491
alto paraguay,2012-09-30,9,15786.6826961637,1.00000003888011,179.906834001161,20210701,28.4013210324773
alto paraguay,2012-10-31,10,15786.6826961637,5.54127877228501,274.966115890944,20210701,43.4080282376691
alto paraguay,2012-11-30,11,15786.6826961637,1.00000003888011,143.447388704009,20210701,22.6455840906345
alto paraguay,2012-12-31,12,15786.6826961637,5.54127877228501,110.252267075591,20210701,17.4051755685505
alto paraguay,2013-01-31,1,16111.1918493509,34.4513890111917,69.644978492727,20210701,11.2206360984024
alto paraguay,2013-02-28,2,16111.1918493509,6.13356802244609,53.6144572141727,20210701,8.63792806076351
alto paraguay,2013-03-31,3,16111.1918493509,42.7749643783864,204.313065182598,20210701,32.9172699048577
alto paraguay,2013-04-30,4,16111.1918493509,31.9413843930499,833.787907442562,20210701,134.33316938476
alto paraguay,2013-05-31,5,16111.1918493509,3.0474618858384,1009.01944455162,20210701,162.565058508966
alto paraguay,2013-06-30,6,16111.1918493509,37.9001973718543,403.640843097255,20210701,65.0313506137363
alto paraguay,2013-07-31,7,16111.1918493509,5.54127877228501,146.90743424033,20210701,23.6685385714186
alto paraguay,2013-08-31,8,16111.1918493509,1.00000003888011,29.5695113735914,20210701,4.76400070631495
alto paraguay,2013-09-30,9,16111.1918493509,1.00000003888011,179.906834001161,20210701,28.9851351760203
alto paraguay,2013-10-31,10,16111.1918493509,5.54127877228501,274.966115890944,20210701,44.3003184518986
alto paraguay,2013-11-30,11,16111.1918493509,1.00000003888011,143.447388704009,20210701,23.111083996987
alto paraguay,2013-12-31,12,16111.1918493509,5.54127877228501,110.252267075591,20210701,17.7629542668072
