"parametername","tsdatetime","initdate","areaid","tsvalue_ensemble_mean"
"length_transmission_season",2021-03-31,"20210201","alto paraguay",1
"length_transmission_season",2021-03-31,"20210201","alto parana",0
"length_transmission_season",2021-03-31,"20210201","amambay",1
"length_transmission_season",2021-03-31,"20210201","asuncion",1
"length_transmission_season",2021-03-31,"20210201","boqueron",1
"length_transmission_season",2021-03-31,"20210201","caaguazu",0
"length_transmission_season",2021-03-31,"20210201","caazapa",1
"length_transmission_season",2021-03-31,"20210201","canindeyu",1
"length_transmission_season",2021-03-31,"20210201","central",1
"length_transmission_season",2021-03-31,"20210201","concepcion",1
"length_transmission_season",2021-03-31,"20210201","cordillera",0
"length_transmission_season",2021-03-31,"20210201","guaira",1
"length_transmission_season",2021-03-31,"20210201","itapua",1
"length_transmission_season",2021-03-31,"20210201","misiones",0
"length_transmission_season",2021-03-31,"20210201","neembucu",1
"length_transmission_season",2021-03-31,"20210201","paraguari",1
"length_transmission_season",2021-03-31,"20210201","presidente hayes",1
"length_transmission_season",2021-03-31,"20210201","san pedro",1
"length_transmission_season",2021-04-30,"20210201","alto paraguay",1
"length_transmission_season",2021-04-30,"20210201","alto parana",1
"length_transmission_season",2021-04-30,"20210201","amambay",1
"length_transmission_season",2021-04-30,"20210201","asuncion",1
"length_transmission_season",2021-04-30,"20210201","boqueron",1
"length_transmission_season",2021-04-30,"20210201","caaguazu",1
"length_transmission_season",2021-04-30,"20210201","caazapa",1
"length_transmission_season",2021-04-30,"20210201","canindeyu",1
"length_transmission_season",2021-04-30,"20210201","central",1
"length_transmission_season",2021-04-30,"20210201","concepcion",1
"length_transmission_season",2021-04-30,"20210201","cordillera",1
"length_transmission_season",2021-04-30,"20210201","guaira",1
"length_transmission_season",2021-04-30,"20210201","itapua",1
"length_transmission_season",2021-04-30,"20210201","misiones",0
"length_transmission_season",2021-04-30,"20210201","neembucu",1
"length_transmission_season",2021-04-30,"20210201","paraguari",1
"length_transmission_season",2021-04-30,"20210201","presidente hayes",1
"length_transmission_season",2021-04-30,"20210201","san pedro",1
"length_transmission_season",2021-05-31,"20210201","alto paraguay",1
"length_transmission_season",2021-05-31,"20210201","alto parana",1
"length_transmission_season",2021-05-31,"20210201","amambay",1
"length_transmission_season",2021-05-31,"20210201","asuncion",1
"length_transmission_season",2021-05-31,"20210201","boqueron",1
"length_transmission_season",2021-05-31,"20210201","caaguazu",1
"length_transmission_season",2021-05-31,"20210201","caazapa",1
"length_transmission_season",2021-05-31,"20210201","canindeyu",1
"length_transmission_season",2021-05-31,"20210201","central",1
"length_transmission_season",2021-05-31,"20210201","concepcion",1
"length_transmission_season",2021-05-31,"20210201","cordillera",1
"length_transmission_season",2021-05-31,"20210201","guaira",1
"length_transmission_season",2021-05-31,"20210201","itapua",1
"length_transmission_season",2021-05-31,"20210201","misiones",0
"length_transmission_season",2021-05-31,"20210201","neembucu",1
"length_transmission_season",2021-05-31,"20210201","paraguari",1
"length_transmission_season",2021-05-31,"20210201","presidente hayes",1
"length_transmission_season",2021-05-31,"20210201","san pedro",1
"length_transmission_season",2021-06-30,"20210201","alto paraguay",1
"length_transmission_season",2021-06-30,"20210201","alto parana",1
"length_transmission_season",2021-06-30,"20210201","amambay",1
"length_transmission_season",2021-06-30,"20210201","asuncion",1
"length_transmission_season",2021-06-30,"20210201","boqueron",1
"length_transmission_season",2021-06-30,"20210201","caaguazu",1
"length_transmission_season",2021-06-30,"20210201","caazapa",1
"length_transmission_season",2021-06-30,"20210201","canindeyu",1
"length_transmission_season",2021-06-30,"20210201","central",1
"length_transmission_season",2021-06-30,"20210201","concepcion",1
"length_transmission_season",2021-06-30,"20210201","cordillera",0
"length_transmission_season",2021-06-30,"20210201","guaira",1
"length_transmission_season",2021-06-30,"20210201","itapua",0
"length_transmission_season",2021-06-30,"20210201","misiones",0
"length_transmission_season",2021-06-30,"20210201","neembucu",1
"length_transmission_season",2021-06-30,"20210201","paraguari",1
"length_transmission_season",2021-06-30,"20210201","presidente hayes",1
"length_transmission_season",2021-06-30,"20210201","san pedro",1
"length_transmission_season",2021-07-31,"20210201","alto paraguay",1
"length_transmission_season",2021-07-31,"20210201","alto parana",1
"length_transmission_season",2021-07-31,"20210201","amambay",1
"length_transmission_season",2021-07-31,"20210201","asuncion",1
"length_transmission_season",2021-07-31,"20210201","boqueron",1
"length_transmission_season",2021-07-31,"20210201","caaguazu",1
"length_transmission_season",2021-07-31,"20210201","caazapa",0
"length_transmission_season",2021-07-31,"20210201","canindeyu",1
"length_transmission_season",2021-07-31,"20210201","central",1
"length_transmission_season",2021-07-31,"20210201","concepcion",1
"length_transmission_season",2021-07-31,"20210201","cordillera",0
"length_transmission_season",2021-07-31,"20210201","guaira",1
"length_transmission_season",2021-07-31,"20210201","itapua",0
"length_transmission_season",2021-07-31,"20210201","misiones",0
"length_transmission_season",2021-07-31,"20210201","neembucu",1
"length_transmission_season",2021-07-31,"20210201","paraguari",1
"length_transmission_season",2021-07-31,"20210201","presidente hayes",1
"length_transmission_season",2021-07-31,"20210201","san pedro",1
"length_transmission_season",2021-08-31,"20210201","alto paraguay",1
"length_transmission_season",2021-08-31,"20210201","alto parana",1
"length_transmission_season",2021-08-31,"20210201","amambay",1
"length_transmission_season",2021-08-31,"20210201","asuncion",1
"length_transmission_season",2021-08-31,"20210201","boqueron",1
"length_transmission_season",2021-08-31,"20210201","caaguazu",1
"length_transmission_season",2021-08-31,"20210201","caazapa",0
"length_transmission_season",2021-08-31,"20210201","canindeyu",1
"length_transmission_season",2021-08-31,"20210201","central",1
"length_transmission_season",2021-08-31,"20210201","concepcion",1
"length_transmission_season",2021-08-31,"20210201","cordillera",0
"length_transmission_season",2021-08-31,"20210201","guaira",1
"length_transmission_season",2021-08-31,"20210201","itapua",0
"length_transmission_season",2021-08-31,"20210201","misiones",0
"length_transmission_season",2021-08-31,"20210201","neembucu",0
