"areaid","tsdatetime","probq75","probq95","initdate"
"alto paraguay",2020-09-30,0.0223095238095238,1e-06,"20200801"
"alto parana",2020-09-30,1e-06,1e-06,"20200801"
"amambay",2020-09-30,1e-06,1e-06,"20200801"
"asuncion",2020-09-30,1e-06,1e-06,"20200801"
"boqueron",2020-09-30,1e-06,1e-06,"20200801"
"caaguazu",2020-09-30,1e-06,1e-06,"20200801"
"caazapa",2020-09-30,0.001,1e-06,"20200801"
"canindeyu",2020-09-30,1e-06,1e-06,"20200801"
"central",2020-09-30,1e-06,1e-06,"20200801"
"concepcion",2020-09-30,1e-06,1e-06,"20200801"
"cordillera",2020-09-30,0.001,1e-06,"20200801"
"guaira",2020-09-30,1e-06,1e-06,"20200801"
"itapua",2020-09-30,0.775761904761905,0.0618809523809524,"20200801"
"misiones",2020-09-30,1e-06,1e-06,"20200801"
"neembucu",2020-09-30,0.999999,0.999999,"20200801"
"paraguari",2020-09-30,1e-06,1e-06,"20200801"
"presidente hayes",2020-09-30,1e-06,1e-06,"20200801"
"san pedro",2020-09-30,1e-06,1e-06,"20200801"
"alto paraguay",2020-10-31,0.3125,1e-06,"20200801"
"alto parana",2020-10-31,1e-06,1e-06,"20200801"
"amambay",2020-10-31,1e-06,1e-06,"20200801"
"asuncion",2020-10-31,1e-06,1e-06,"20200801"
"boqueron",2020-10-31,1e-06,1e-06,"20200801"
"caaguazu",2020-10-31,1e-06,1e-06,"20200801"
"caazapa",2020-10-31,0.001,0.000238857142857143,"20200801"
"canindeyu",2020-10-31,7.23571428571429e-05,1e-06,"20200801"
"central",2020-10-31,1e-06,1e-06,"20200801"
"concepcion",2020-10-31,1e-06,1e-06,"20200801"
"cordillera",2020-10-31,0.00245238095238095,1e-06,"20200801"
"guaira",2020-10-31,1e-06,1e-06,"20200801"
"itapua",2020-10-31,0.497119047619048,0.00978571428571428,"20200801"
"misiones",2020-10-31,0.001,1e-06,"20200801"
"neembucu",2020-10-31,0.999999,0.998428119047619,"20200801"
"paraguari",2020-10-31,2.47857142857143e-05,1e-06,"20200801"
