"areaid","tsdatetime","probq75","probq95","initdate"
"presidente hayes",2020-10-31,1e-06,1e-06,"20200801"
"san pedro",2020-10-31,0.00247619047619048,1e-06,"20200801"
"alto paraguay",2020-11-30,0.578380952380952,1e-06,"20200801"
"alto parana",2020-11-30,0.151714285714286,1e-06,"20200801"
"amambay",2020-11-30,0.113238095238095,1e-06,"20200801"
"asuncion",2020-11-30,1e-06,1e-06,"20200801"
"boqueron",2020-11-30,0.0169285714285714,1e-06,"20200801"
"caaguazu",2020-11-30,0.00597619047619048,1e-06,"20200801"
"caazapa",2020-11-30,0.00221428571428571,0.001,"20200801"
"canindeyu",2020-11-30,1e-06,1e-06,"20200801"
"central",2020-11-30,1e-06,1e-06,"20200801"
"concepcion",2020-11-30,0.00142857142857143,1e-06,"20200801"
"cordillera",2020-11-30,0.0133095238095238,1e-06,"20200801"
"guaira",2020-11-30,0.00135757142857143,1e-06,"20200801"
"itapua",2020-11-30,0.432142857142857,0.0101904761904762,"20200801"
"misiones",2020-11-30,0.00230952380952381,1e-06,"20200801"
"neembucu",2020-11-30,0.999,0.942380952380952,"20200801"
"paraguari",2020-11-30,0.0402142857142857,1e-06,"20200801"
"presidente hayes",2020-11-30,0.0128095238095238,1e-06,"20200801"
"san pedro",2020-11-30,0.0527619047619048,1e-06,"20200801"
"alto paraguay",2020-12-31,0.838333333333333,1e-06,"20200801"
"alto parana",2020-12-31,0.00471428571428571,1e-06,"20200801"
"amambay",2020-12-31,0.0631428571428571,1e-06,"20200801"
"asuncion",2020-12-31,1e-06,1e-06,"20200801"
"boqueron",2020-12-31,1e-06,1e-06,"20200801"
"caaguazu",2020-12-31,0.0763571428571429,1e-06,"20200801"
"caazapa",2020-12-31,0.00354761904761905,1e-06,"20200801"
"canindeyu",2020-12-31,0.0305952380952381,1e-06,"20200801"
"central",2020-12-31,1e-06,1e-06,"20200801"
"concepcion",2020-12-31,0.062,1e-06,"20200801"
"cordillera",2020-12-31,0.382309523809524,0.00385716666666667,"20200801"
"guaira",2020-12-31,0.0476190476190476,1e-06,"20200801"
"itapua",2020-12-31,0.626761904761905,0.00552380952380952,"20200801"
"misiones",2020-12-31,0.0226428571428571,1e-06,"20200801"
"neembucu",2020-12-31,0.999927642857143,0.0702619047619048,"20200801"
"paraguari",2020-12-31,2.47857142857143e-05,1e-06,"20200801"
"presidente hayes",2020-12-31,1e-06,1e-06,"20200801"
"san pedro",2020-12-31,0.00100016666666667,1e-06,"20200801"
"alto paraguay",2021-01-31,1e-06,1e-06,"20200801"
"alto parana",2021-01-31,0.34797619047619,1e-06,"20200801"
"amambay",2021-01-31,1e-06,1e-06,"20200801"
"asuncion",2021-01-31,1e-06,1e-06,"20200801"
"boqueron",2021-01-31,1e-06,1e-06,"20200801"
"caaguazu",2021-01-31,1e-06,1e-06,"20200801"
"caazapa",2021-01-31,0.001,1e-06,"20200801"
"canindeyu",2021-01-31,0.0739761904761905,1e-06,"20200801"
"central",2021-01-31,1e-06,1e-06,"20200801"
"concepcion",2021-01-31,1e-06,1e-06,"20200801"
"cordillera",2021-01-31,1e-06,1e-06,"20200801"
"guaira",2021-01-31,0.001,1e-06,"20200801"
"itapua",2021-01-31,0.824809523809524,1e-06,"20200801"
"misiones",2021-01-31,0.095952380952381,1e-06,"20200801"
"neembucu",2021-01-31,1e-06,1e-06,"20200801"
"paraguari",2021-01-31,1e-06,1e-06,"20200801"
"presidente hayes",2021-01-31,1e-06,1e-06,"20200801"
"san pedro",2021-01-31,0.752142857142857,1e-06,"20200801"
"alto paraguay",2021-02-28,1e-06,1e-06,"20200801"
"alto parana",2021-02-28,0.0126666666666667,1e-06,"20200801"
"amambay",2021-02-28,1e-06,1e-06,"20200801"
"asuncion",2021-02-28,1e-06,1e-06,"20200801"
"boqueron",2021-02-28,1e-06,1e-06,"20200801"
"caaguazu",2021-02-28,0.0019762619047619,1e-06,"20200801"
"caazapa",2021-02-28,1e-06,1e-06,"20200801"
"canindeyu",2021-02-28,1e-06,1e-06,"20200801"
"central",2021-02-28,1e-06,1e-06,"20200801"
"concepcion",2021-02-28,1e-06,1e-06,"20200801"
"cordillera",2021-02-28,1e-06,1e-06,"20200801"
"guaira",2021-02-28,0.00192857142857143,1e-06,"20200801"
"itapua",2021-02-28,0.001,0.000714571428571429,"20200801"
"misiones",2021-02-28,0.336119047619048,1e-06,"20200801"
"neembucu",2021-02-28,1e-06,1e-06,"20200801"
"paraguari",2021-02-28,1e-06,1e-06,"20200801"
"presidente hayes",2021-02-28,1e-06,1e-06,"20200801"
"san pedro",2021-02-28,0.00507142857142857,1e-06,"20200801"
