"parametername","tsdatetime","initdate","areaid","tsvalue_ensemble_mean"
"length_transmission_season",2020-07-31,"20200601","alto paraguay",0
"length_transmission_season",2020-07-31,"20200601","alto parana",0
"length_transmission_season",2020-07-31,"20200601","amambay",0
"length_transmission_season",2020-07-31,"20200601","asuncion",1
"length_transmission_season",2020-07-31,"20200601","boqueron",1
"length_transmission_season",2020-07-31,"20200601","caaguazu",1
"length_transmission_season",2020-07-31,"20200601","caazapa",1
"length_transmission_season",2020-07-31,"20200601","canindeyu",0
"length_transmission_season",2020-07-31,"20200601","central",1
"length_transmission_season",2020-07-31,"20200601","concepcion",1
"length_transmission_season",2020-07-31,"20200601","cordillera",0
"length_transmission_season",2020-07-31,"20200601","guaira",1
"length_transmission_season",2020-07-31,"20200601","itapua",1
"length_transmission_season",2020-07-31,"20200601","misiones",1
"length_transmission_season",2020-07-31,"20200601","neembucu",1
"length_transmission_season",2020-07-31,"20200601","paraguari",0
"length_transmission_season",2020-07-31,"20200601","presidente hayes",1
"length_transmission_season",2020-07-31,"20200601","san pedro",1
"length_transmission_season",2020-08-31,"20200601","alto paraguay",0
"length_transmission_season",2020-08-31,"20200601","alto parana",0
"length_transmission_season",2020-08-31,"20200601","amambay",0
"length_transmission_season",2020-08-31,"20200601","asuncion",1
"length_transmission_season",2020-08-31,"20200601","boqueron",1
"length_transmission_season",2020-08-31,"20200601","caaguazu",1
"length_transmission_season",2020-08-31,"20200601","caazapa",1
"length_transmission_season",2020-08-31,"20200601","canindeyu",0
"length_transmission_season",2020-08-31,"20200601","central",1
"length_transmission_season",2020-08-31,"20200601","concepcion",1
"length_transmission_season",2020-08-31,"20200601","cordillera",0
"length_transmission_season",2020-08-31,"20200601","guaira",1
"length_transmission_season",2020-08-31,"20200601","itapua",1
"length_transmission_season",2020-08-31,"20200601","misiones",1
"length_transmission_season",2020-08-31,"20200601","neembucu",1
"length_transmission_season",2020-08-31,"20200601","paraguari",0
"length_transmission_season",2020-08-31,"20200601","presidente hayes",1
"length_transmission_season",2020-08-31,"20200601","san pedro",1
"length_transmission_season",2020-09-30,"20200601","alto paraguay",0
"length_transmission_season",2020-09-30,"20200601","alto parana",0
"length_transmission_season",2020-09-30,"20200601","amambay",0
"length_transmission_season",2020-09-30,"20200601","asuncion",1
"length_transmission_season",2020-09-30,"20200601","boqueron",1
"length_transmission_season",2020-09-30,"20200601","caaguazu",1
