"parametername","tsdatetime","initdate","areaid","tsvalue_ensemble_mean"
"length_transmission_season",2020-11-30,"20200801","canindeyu",0
"length_transmission_season",2020-11-30,"20200801","central",0
"length_transmission_season",2020-11-30,"20200801","concepcion",0
"length_transmission_season",2020-11-30,"20200801","cordillera",0
"length_transmission_season",2020-11-30,"20200801","guaira",0
"length_transmission_season",2020-11-30,"20200801","itapua",0
"length_transmission_season",2020-11-30,"20200801","misiones",0
"length_transmission_season",2020-11-30,"20200801","neembucu",1
"length_transmission_season",2020-11-30,"20200801","paraguari",0
"length_transmission_season",2020-11-30,"20200801","presidente hayes",0
"length_transmission_season",2020-11-30,"20200801","san pedro",0
"length_transmission_season",2020-12-31,"20200801","alto paraguay",1
"length_transmission_season",2020-12-31,"20200801","alto parana",1
"length_transmission_season",2020-12-31,"20200801","amambay",0
"length_transmission_season",2020-12-31,"20200801","asuncion",1
"length_transmission_season",2020-12-31,"20200801","boqueron",0
"length_transmission_season",2020-12-31,"20200801","caaguazu",0
"length_transmission_season",2020-12-31,"20200801","caazapa",0
"length_transmission_season",2020-12-31,"20200801","canindeyu",0
"length_transmission_season",2020-12-31,"20200801","central",1
"length_transmission_season",2020-12-31,"20200801","concepcion",0
"length_transmission_season",2020-12-31,"20200801","cordillera",0
"length_transmission_season",2020-12-31,"20200801","guaira",0
"length_transmission_season",2020-12-31,"20200801","itapua",1
"length_transmission_season",2020-12-31,"20200801","misiones",0
"length_transmission_season",2020-12-31,"20200801","neembucu",1
"length_transmission_season",2020-12-31,"20200801","paraguari",1
"length_transmission_season",2020-12-31,"20200801","presidente hayes",1
"length_transmission_season",2020-12-31,"20200801","san pedro",0
"length_transmission_season",2021-01-31,"20200801","alto paraguay",1
"length_transmission_season",2021-01-31,"20200801","alto parana",1
"length_transmission_season",2021-01-31,"20200801","amambay",1
"length_transmission_season",2021-01-31,"20200801","asuncion",1
"length_transmission_season",2021-01-31,"20200801","boqueron",1
"length_transmission_season",2021-01-31,"20200801","caaguazu",0
"length_transmission_season",2021-01-31,"20200801","caazapa",0
"length_transmission_season",2021-01-31,"20200801","canindeyu",0
"length_transmission_season",2021-01-31,"20200801","central",1
"length_transmission_season",2021-01-31,"20200801","concepcion",1
"length_transmission_season",2021-01-31,"20200801","cordillera",1
"length_transmission_season",2021-01-31,"20200801","guaira",1
"length_transmission_season",2021-01-31,"20200801","itapua",1
"length_transmission_season",2021-01-31,"20200801","misiones",0
"length_transmission_season",2021-01-31,"20200801","neembucu",1
"length_transmission_season",2021-01-31,"20200801","paraguari",1
"length_transmission_season",2021-01-31,"20200801","presidente hayes",1
"length_transmission_season",2021-01-31,"20200801","san pedro",1
"length_transmission_season",2021-02-28,"20200801","alto paraguay",1
"length_transmission_season",2021-02-28,"20200801","alto parana",1
"length_transmission_season",2021-02-28,"20200801","amambay",1
"length_transmission_season",2021-02-28,"20200801","asuncion",1
"length_transmission_season",2021-02-28,"20200801","boqueron",1
"length_transmission_season",2021-02-28,"20200801","caaguazu",1
"length_transmission_season",2021-02-28,"20200801","caazapa",1
"length_transmission_season",2021-02-28,"20200801","canindeyu",1
"length_transmission_season",2021-02-28,"20200801","central",1
"length_transmission_season",2021-02-28,"20200801","concepcion",1
"length_transmission_season",2021-02-28,"20200801","cordillera",1
"length_transmission_season",2021-02-28,"20200801","guaira",1
"length_transmission_season",2021-02-28,"20200801","itapua",1
"length_transmission_season",2021-02-28,"20200801","misiones",0
"length_transmission_season",2021-02-28,"20200801","neembucu",1
"length_transmission_season",2021-02-28,"20200801","paraguari",1
"length_transmission_season",2021-02-28,"20200801","presidente hayes",1
"length_transmission_season",2021-02-28,"20200801","san pedro",1
