"areaid","tsdatetime","probq75","probq95","initdate"
"alto paraguay",2020-10-31,0.0288571428571429,1e-06,"20200901"
"alto parana",2020-10-31,1e-06,1e-06,"20200901"
"amambay",2020-10-31,1e-06,1e-06,"20200901"
"asuncion",2020-10-31,1e-06,1e-06,"20200901"
"boqueron",2020-10-31,1e-06,1e-06,"20200901"
"caaguazu",2020-10-31,1e-06,1e-06,"20200901"
"caazapa",2020-10-31,0.001,1e-06,"20200901"
"canindeyu",2020-10-31,1e-06,1e-06,"20200901"
"central",2020-10-31,1e-06,1e-06,"20200901"
"concepcion",2020-10-31,1e-06,1e-06,"20200901"
"cordillera",2020-10-31,1e-06,1e-06,"20200901"
"guaira",2020-10-31,1e-06,1e-06,"20200901"
"itapua",2020-10-31,1e-06,1e-06,"20200901"
"misiones",2020-10-31,0.000334,1e-06,"20200901"
"neembucu",2020-10-31,1e-06,1e-06,"20200901"
"paraguari",2020-10-31,2.47857142857143e-05,1e-06,"20200901"
"presidente hayes",2020-10-31,1e-06,1e-06,"20200901"
"san pedro",2020-10-31,1e-06,1e-06,"20200901"
"alto paraguay",2020-11-30,0.238309523809524,1e-06,"20200901"
"alto parana",2020-11-30,0.018547619047619,1e-06,"20200901"
"amambay",2020-11-30,0.0171190476190476,1e-06,"20200901"
"asuncion",2020-11-30,1e-06,1e-06,"20200901"
"boqueron",2020-11-30,0.0203095238095238,1e-06,"20200901"
"caaguazu",2020-11-30,0.00235719047619048,1e-06,"20200901"
"caazapa",2020-11-30,0.001,0.000143714285714286,"20200901"
"canindeyu",2020-11-30,1e-06,1e-06,"20200901"
"central",2020-11-30,1e-06,1e-06,"20200901"
"concepcion",2020-11-30,0.000976214285714286,1e-06,"20200901"
"cordillera",2020-11-30,0.00435714285714286,1e-06,"20200901"
"guaira",2020-11-30,1e-06,1e-06,"20200901"
"itapua",2020-11-30,9.61666666666667e-05,1e-06,"20200901"
"misiones",2020-11-30,0.000619428571428571,1e-06,"20200901"
"neembucu",2020-11-30,1e-06,1e-06,"20200901"
"paraguari",2020-11-30,0.0305952380952381,1e-06,"20200901"
"presidente hayes",2020-11-30,0.00647619047619048,1e-06,"20200901"
"san pedro",2020-11-30,0.0185952380952381,1e-06,"20200901"
"alto paraguay",2020-12-31,0.647238095238095,1e-06,"20200901"
"alto parana",2020-12-31,9.61666666666667e-05,1e-06,"20200901"
"amambay",2020-12-31,0.0200238095238095,1e-06,"20200901"
"asuncion",2020-12-31,1e-06,1e-06,"20200901"
"boqueron",2020-12-31,1e-06,1e-06,"20200901"
"caaguazu",2020-12-31,0.0618809523809524,1e-06,"20200901"
"caazapa",2020-12-31,0.00188095238095238,1e-06,"20200901"
"canindeyu",2020-12-31,0.0249047619047619,1e-06,"20200901"
"central",2020-12-31,1e-06,1e-06,"20200901"
"concepcion",2020-12-31,0.0479047619047619,1e-06,"20200901"
"cordillera",2020-12-31,0.274738095238095,0.000500785714285714,"20200901"
"guaira",2020-12-31,0.0317380952380952,1e-06,"20200901"
"itapua",2020-12-31,0.0268809523809524,1e-06,"20200901"
"misiones",2020-12-31,0.0138333333333333,1e-06,"20200901"
"neembucu",2020-12-31,0.038452380952381,1e-06,"20200901"
"paraguari",2020-12-31,7.24047619047619e-05,1e-06,"20200901"
"presidente hayes",2020-12-31,1e-06,1e-06,"20200901"
"san pedro",2020-12-31,1e-06,1e-06,"20200901"
"alto paraguay",2021-01-31,1e-06,1e-06,"20200901"
"alto parana",2021-01-31,0.1735,1e-06,"20200901"
"amambay",2021-01-31,1e-06,1e-06,"20200901"
"asuncion",2021-01-31,1e-06,1e-06,"20200901"
"boqueron",2021-01-31,1e-06,1e-06,"20200901"
"caaguazu",2021-01-31,1e-06,1e-06,"20200901"
"caazapa",2021-01-31,0.000215071428571429,1e-06,"20200901"
"canindeyu",2021-01-31,0.0632857142857143,9.61666666666667e-05,"20200901"
"central",2021-01-31,1e-06,1e-06,"20200901"
"concepcion",2021-01-31,1e-06,1e-06,"20200901"
"cordillera",2021-01-31,1e-06,1e-06,"20200901"
"guaira",2021-01-31,0.001,1e-06,"20200901"
"itapua",2021-01-31,0.190619047619048,1e-06,"20200901"
"misiones",2021-01-31,0.0686904761904762,1e-06,"20200901"
"neembucu",2021-01-31,1e-06,1e-06,"20200901"
"paraguari",2021-01-31,1e-06,1e-06,"20200901"
"presidente hayes",2021-01-31,1e-06,1e-06,"20200901"
"san pedro",2021-01-31,0.675761904761905,1e-06,"20200901"
"alto paraguay",2021-02-28,1e-06,1e-06,"20200901"
"alto parana",2021-02-28,0.00221454761904762,1e-06,"20200901"
"amambay",2021-02-28,1e-06,1e-06,"20200901"
"asuncion",2021-02-28,1e-06,1e-06,"20200901"
"boqueron",2021-02-28,1e-06,1e-06,"20200901"
"caaguazu",2021-02-28,0.000833880952380952,1e-06,"20200901"
"caazapa",2021-02-28,1e-06,1e-06,"20200901"
"canindeyu",2021-02-28,1e-06,1e-06,"20200901"
"central",2021-02-28,1e-06,1e-06,"20200901"
"concepcion",2021-02-28,1e-06,1e-06,"20200901"
"cordillera",2021-02-28,1e-06,1e-06,"20200901"
