"areaid","tsdatetime","probq75","probq95","initdate"
"guaira",2021-02-28,0.000738690476190476,1e-06,"20200901"
"itapua",2021-02-28,1e-06,1e-06,"20200901"
"misiones",2021-02-28,0.28397619047619,1e-06,"20200901"
"neembucu",2021-02-28,1e-06,1e-06,"20200901"
"paraguari",2021-02-28,1e-06,1e-06,"20200901"
"presidente hayes",2021-02-28,1e-06,1e-06,"20200901"
"san pedro",2021-02-28,0.00228578571428571,1e-06,"20200901"
"alto paraguay",2021-03-31,1e-06,1e-06,"20200901"
"alto parana",2021-03-31,1e-06,1e-06,"20200901"
"amambay",2021-03-31,1e-06,1e-06,"20200901"
"asuncion",2021-03-31,1e-06,1e-06,"20200901"
"boqueron",2021-03-31,1e-06,1e-06,"20200901"
"caaguazu",2021-03-31,0.114214285714286,1e-06,"20200901"
"caazapa",2021-03-31,1e-06,1e-06,"20200901"
"canindeyu",2021-03-31,0.971809523809524,1e-06,"20200901"
"central",2021-03-31,1e-06,1e-06,"20200901"
"concepcion",2021-03-31,0.903380952380952,1e-06,"20200901"
"cordillera",2021-03-31,1e-06,1e-06,"20200901"
"guaira",2021-03-31,0.014547619047619,1e-06,"20200901"
"itapua",2021-03-31,0.00052447619047619,1e-06,"20200901"
"misiones",2021-03-31,0.0632380952380952,1e-06,"20200901"
"neembucu",2021-03-31,1e-06,1e-06,"20200901"
"paraguari",2021-03-31,1e-06,1e-06,"20200901"
"presidente hayes",2021-03-31,0.863714285714286,1e-06,"20200901"
"san pedro",2021-03-31,1e-06,1e-06,"20200901"
