"areaid","tsdatetime","probq75","probq95","initdate"
"alto paraguay",2020-03-31,0.794261904761905,1e-06,"20200201"
"alto parana",2020-03-31,1e-06,1e-06,"20200201"
"amambay",2020-03-31,0.999999,1e-06,"20200201"
"asuncion",2020-03-31,0.999999,0.999999,"20200201"
"boqueron",2020-03-31,0.999999,0.999999,"20200201"
"caaguazu",2020-03-31,1e-06,1e-06,"20200201"
"caazapa",2020-03-31,0.999999,0.152880952380952,"20200201"
"canindeyu",2020-03-31,0.999999,0.0341666666666667,"20200201"
"central",2020-03-31,0.999999,1e-06,"20200201"
"concepcion",2020-03-31,0.999999,1e-06,"20200201"
"cordillera",2020-03-31,0.999999,0.983880952380952,"20200201"
"guaira",2020-03-31,0.887761904761905,1e-06,"20200201"
"itapua",2020-03-31,0.934333333333333,1e-06,"20200201"
"misiones",2020-03-31,0.0368809523809524,1e-06,"20200201"
"neembucu",2020-03-31,0.999999,0.239666666666667,"20200201"
"paraguari",2020-03-31,0.93952380952381,1e-06,"20200201"
"presidente hayes",2020-03-31,0.999999,1e-06,"20200201"
"san pedro",2020-03-31,0.999999,0.999999,"20200201"
"alto paraguay",2020-04-30,0.999999,1e-06,"20200201"
"alto parana",2020-04-30,0.791666666666667,1e-06,"20200201"
"amambay",2020-04-30,1e-06,1e-06,"20200201"
"asuncion",2020-04-30,0.999999,1e-06,"20200201"
"boqueron",2020-04-30,0.999999,0.999999,"20200201"
"caaguazu",2020-04-30,1e-06,1e-06,"20200201"
"caazapa",2020-04-30,0.996714261904762,0.125071428571429,"20200201"
"canindeyu",2020-04-30,0.0255714285714286,1e-06,"20200201"
"central",2020-04-30,0.999999,1e-06,"20200201"
"concepcion",2020-04-30,0.999999,1e-06,"20200201"
"cordillera",2020-04-30,0.999999,0.208166666666667,"20200201"
"guaira",2020-04-30,7.23571428571429e-05,1e-06,"20200201"
"itapua",2020-04-30,0.0761666666666667,1e-06,"20200201"
"misiones",2020-04-30,1e-06,1e-06,"20200201"
"neembucu",2020-04-30,0.999999,1e-06,"20200201"
"paraguari",2020-04-30,0.272285714285714,1e-06,"20200201"
"presidente hayes",2020-04-30,0.983785714285714,1e-06,"20200201"
"san pedro",2020-04-30,0.999999,0.999999,"20200201"
"alto paraguay",2020-05-31,0.999999,1e-06,"20200201"
"alto parana",2020-05-31,1e-06,1e-06,"20200201"
"amambay",2020-05-31,1e-06,1e-06,"20200201"
"asuncion",2020-05-31,0.272571428571429,1e-06,"20200201"
"boqueron",2020-05-31,0.999999,0.0152142857142857,"20200201"
"caaguazu",2020-05-31,1e-06,1e-06,"20200201"
"caazapa",2020-05-31,0.999999,0.4285,"20200201"
"canindeyu",2020-05-31,0.877809523809524,1e-06,"20200201"
"central",2020-05-31,0.052047619047619,1e-06,"20200201"
"concepcion",2020-05-31,0.997357142857143,1e-06,"20200201"
"cordillera",2020-05-31,0.999999,0.0128333571428571,"20200201"
"guaira",2020-05-31,1e-06,1e-06,"20200201"
"itapua",2020-05-31,0.955,1e-06,"20200201"
"misiones",2020-05-31,0.379047619047619,1e-06,"20200201"
"neembucu",2020-05-31,0.998142476190476,1e-06,"20200201"
