"areaid","tsdatetime","probq75","probq95","initdate"
"alto paraguay",2020-04-30,0.999999,1e-06,"20200301"
"alto parana",2020-04-30,1e-06,1e-06,"20200301"
"amambay",2020-04-30,1e-06,1e-06,"20200301"
"asuncion",2020-04-30,0.999999,0.638904761904762,"20200301"
"boqueron",2020-04-30,0.999999,0.999975214285714,"20200301"
"caaguazu",2020-04-30,1e-06,1e-06,"20200301"
"caazapa",2020-04-30,0.636071428571429,1e-06,"20200301"
"canindeyu",2020-04-30,1e-06,1e-06,"20200301"
"central",2020-04-30,0.999999,1e-06,"20200301"
"concepcion",2020-04-30,1e-06,1e-06,"20200301"
"cordillera",2020-04-30,0.999999,0.883452380952381,"20200301"
"guaira",2020-04-30,1e-06,1e-06,"20200301"
"itapua",2020-04-30,0.278095238095238,1e-06,"20200301"
"misiones",2020-04-30,0.000310214285714286,1e-06,"20200301"
"neembucu",2020-04-30,0.999999,1e-06,"20200301"
"paraguari",2020-04-30,1e-06,1e-06,"20200301"
"presidente hayes",2020-04-30,1e-06,1e-06,"20200301"
"san pedro",2020-04-30,0.999999,0.999999,"20200301"
"alto paraguay",2020-05-31,0.999999,1e-06,"20200301"
"alto parana",2020-05-31,1e-06,1e-06,"20200301"
"amambay",2020-05-31,1e-06,1e-06,"20200301"
"asuncion",2020-05-31,0.999999,1e-06,"20200301"
"boqueron",2020-05-31,0.999999,1e-06,"20200301"
"caaguazu",2020-05-31,1e-06,1e-06,"20200301"
"caazapa",2020-05-31,0.998380619047619,0.0119762142857143,"20200301"
"canindeyu",2020-05-31,1e-06,1e-06,"20200301"
"central",2020-05-31,0.0790952380952381,1e-06,"20200301"
"concepcion",2020-05-31,1e-06,1e-06,"20200301"
"cordillera",2020-05-31,0.999999,0.205714285714286,"20200301"
"guaira",2020-05-31,1e-06,1e-06,"20200301"
"itapua",2020-05-31,0.987714238095238,1e-06,"20200301"
"misiones",2020-05-31,0.59752380952381,1e-06,"20200301"
"neembucu",2020-05-31,0.641380952380952,1e-06,"20200301"
"paraguari",2020-05-31,1e-06,1e-06,"20200301"
"presidente hayes",2020-05-31,1e-06,1e-06,"20200301"
"san pedro",2020-05-31,0.999999,0.999999,"20200301"
"alto paraguay",2020-06-30,0.999999,1e-06,"20200301"
"alto parana",2020-06-30,1e-06,1e-06,"20200301"
"amambay",2020-06-30,1e-06,1e-06,"20200301"
"asuncion",2020-06-30,0.999999,1e-06,"20200301"
"boqueron",2020-06-30,0.99761869047619,0.438714285714286,"20200301"
"caaguazu",2020-06-30,1e-06,1e-06,"20200301"
"caazapa",2020-06-30,0.999999,0.98302380952381,"20200301"
"canindeyu",2020-06-30,1e-06,1e-06,"20200301"
"central",2020-06-30,1e-06,1e-06,"20200301"
"concepcion",2020-06-30,7.23571428571429e-05,1e-06,"20200301"
"cordillera",2020-06-30,0.999999,0.981214285714286,"20200301"
"guaira",2020-06-30,1e-06,1e-06,"20200301"
"itapua",2020-06-30,0.996690476190476,0.210809523809524,"20200301"
"misiones",2020-06-30,0.831119047619048,0.00997619047619048,"20200301"
"neembucu",2020-06-30,0.999999,0.0680238095238095,"20200301"
"paraguari",2020-06-30,0.0172380952380952,1e-06,"20200301"
"presidente hayes",2020-06-30,1e-06,1e-06,"20200301"
"san pedro",2020-06-30,0.999999,0.00133364285714286,"20200301"
"alto paraguay",2020-07-31,0.000714714285714286,1e-06,"20200301"
"alto parana",2020-07-31,1e-06,1e-06,"20200301"
"amambay",2020-07-31,1e-06,1e-06,"20200301"
