"parametername","tsdatetime","initdate","areaid","tsvalue_ensemble_mean"
"length_transmission_season",2021-01-31,"20201201","alto paraguay",1
"length_transmission_season",2021-01-31,"20201201","alto parana",0
"length_transmission_season",2021-01-31,"20201201","amambay",0
"length_transmission_season",2021-01-31,"20201201","asuncion",1
"length_transmission_season",2021-01-31,"20201201","boqueron",1
"length_transmission_season",2021-01-31,"20201201","caaguazu",0
"length_transmission_season",2021-01-31,"20201201","caazapa",1
"length_transmission_season",2021-01-31,"20201201","canindeyu",0
"length_transmission_season",2021-01-31,"20201201","central",1
"length_transmission_season",2021-01-31,"20201201","concepcion",0
"length_transmission_season",2021-01-31,"20201201","cordillera",0
"length_transmission_season",2021-01-31,"20201201","guaira",0
"length_transmission_season",2021-01-31,"20201201","itapua",0
"length_transmission_season",2021-01-31,"20201201","misiones",0
"length_transmission_season",2021-01-31,"20201201","neembucu",0
"length_transmission_season",2021-01-31,"20201201","paraguari",1
"length_transmission_season",2021-01-31,"20201201","presidente hayes",1
"length_transmission_season",2021-01-31,"20201201","san pedro",0
"length_transmission_season",2021-02-28,"20201201","alto paraguay",1
"length_transmission_season",2021-02-28,"20201201","alto parana",0
"length_transmission_season",2021-02-28,"20201201","amambay",1
"length_transmission_season",2021-02-28,"20201201","asuncion",1
"length_transmission_season",2021-02-28,"20201201","boqueron",1
"length_transmission_season",2021-02-28,"20201201","caaguazu",1
"length_transmission_season",2021-02-28,"20201201","caazapa",1
"length_transmission_season",2021-02-28,"20201201","canindeyu",1
"length_transmission_season",2021-02-28,"20201201","central",1
"length_transmission_season",2021-02-28,"20201201","concepcion",1
"length_transmission_season",2021-02-28,"20201201","cordillera",1
"length_transmission_season",2021-02-28,"20201201","guaira",1
"length_transmission_season",2021-02-28,"20201201","itapua",1
"length_transmission_season",2021-02-28,"20201201","misiones",0
"length_transmission_season",2021-02-28,"20201201","neembucu",1
"length_transmission_season",2021-02-28,"20201201","paraguari",1
"length_transmission_season",2021-02-28,"20201201","presidente hayes",1
"length_transmission_season",2021-02-28,"20201201","san pedro",1
"length_transmission_season",2021-03-31,"20201201","alto paraguay",1
"length_transmission_season",2021-03-31,"20201201","alto parana",1
"length_transmission_season",2021-03-31,"20201201","amambay",1
"length_transmission_season",2021-03-31,"20201201","asuncion",1
"length_transmission_season",2021-03-31,"20201201","boqueron",1
"length_transmission_season",2021-03-31,"20201201","caaguazu",1
"length_transmission_season",2021-03-31,"20201201","caazapa",1
"length_transmission_season",2021-03-31,"20201201","canindeyu",1
"length_transmission_season",2021-03-31,"20201201","central",1
"length_transmission_season",2021-03-31,"20201201","concepcion",1
"length_transmission_season",2021-03-31,"20201201","cordillera",1
"length_transmission_season",2021-03-31,"20201201","guaira",1
"length_transmission_season",2021-03-31,"20201201","itapua",1
"length_transmission_season",2021-03-31,"20201201","misiones",0
"length_transmission_season",2021-03-31,"20201201","neembucu",1
"length_transmission_season",2021-03-31,"20201201","paraguari",1
"length_transmission_season",2021-03-31,"20201201","presidente hayes",1
"length_transmission_season",2021-03-31,"20201201","san pedro",1
"length_transmission_season",2021-04-30,"20201201","alto paraguay",1
"length_transmission_season",2021-04-30,"20201201","alto parana",1
"length_transmission_season",2021-04-30,"20201201","amambay",1
"length_transmission_season",2021-04-30,"20201201","asuncion",1
"length_transmission_season",2021-04-30,"20201201","boqueron",1
"length_transmission_season",2021-04-30,"20201201","caaguazu",1
"length_transmission_season",2021-04-30,"20201201","caazapa",1
"length_transmission_season",2021-04-30,"20201201","canindeyu",1
"length_transmission_season",2021-04-30,"20201201","central",1
"length_transmission_season",2021-04-30,"20201201","concepcion",1
"length_transmission_season",2021-04-30,"20201201","cordillera",1
"length_transmission_season",2021-04-30,"20201201","guaira",1
"length_transmission_season",2021-04-30,"20201201","itapua",1
"length_transmission_season",2021-04-30,"20201201","misiones",0
"length_transmission_season",2021-04-30,"20201201","neembucu",1
"length_transmission_season",2021-04-30,"20201201","paraguari",1
"length_transmission_season",2021-04-30,"20201201","presidente hayes",1
"length_transmission_season",2021-04-30,"20201201","san pedro",1
"length_transmission_season",2021-05-31,"20201201","alto paraguay",1
"length_transmission_season",2021-05-31,"20201201","alto parana",1
"length_transmission_season",2021-05-31,"20201201","amambay",1
"length_transmission_season",2021-05-31,"20201201","asuncion",1
"length_transmission_season",2021-05-31,"20201201","boqueron",1
"length_transmission_season",2021-05-31,"20201201","caaguazu",1
"length_transmission_season",2021-05-31,"20201201","caazapa",1
"length_transmission_season",2021-05-31,"20201201","canindeyu",1
"length_transmission_season",2021-05-31,"20201201","central",1
"length_transmission_season",2021-05-31,"20201201","concepcion",1
"length_transmission_season",2021-05-31,"20201201","cordillera",1
"length_transmission_season",2021-05-31,"20201201","guaira",1
"length_transmission_season",2021-05-31,"20201201","itapua",1
"length_transmission_season",2021-05-31,"20201201","misiones",0
"length_transmission_season",2021-05-31,"20201201","neembucu",1
"length_transmission_season",2021-05-31,"20201201","paraguari",1
"length_transmission_season",2021-05-31,"20201201","presidente hayes",1
"length_transmission_season",2021-05-31,"20201201","san pedro",1
"length_transmission_season",2021-06-30,"20201201","alto paraguay",1
"length_transmission_season",2021-06-30,"20201201","alto parana",1
"length_transmission_season",2021-06-30,"20201201","amambay",1
"length_transmission_season",2021-06-30,"20201201","asuncion",1
"length_transmission_season",2021-06-30,"20201201","boqueron",1
"length_transmission_season",2021-06-30,"20201201","caaguazu",1
"length_transmission_season",2021-06-30,"20201201","caazapa",1
"length_transmission_season",2021-06-30,"20201201","canindeyu",1
"length_transmission_season",2021-06-30,"20201201","central",1
"length_transmission_season",2021-06-30,"20201201","concepcion",1
"length_transmission_season",2021-06-30,"20201201","cordillera",1
"length_transmission_season",2021-06-30,"20201201","guaira",1
"length_transmission_season",2021-06-30,"20201201","itapua",0
"length_transmission_season",2021-06-30,"20201201","misiones",0
"length_transmission_season",2021-06-30,"20201201","neembucu",1
"length_transmission_season",2021-06-30,"20201201","paraguari",1
"length_transmission_season",2021-06-30,"20201201","presidente hayes",1
"length_transmission_season",2021-06-30,"20201201","san pedro",1
